smiles,prob_active,qed,lipinski_violations,score
O=C(O)c1ccccc1-c1ccccc1C(=O)O,0.7169097086089419,0.8673032670072015,0,0.6693439205173289
O=C(O)c1ccccc1-c1ccccc1-c1ccccc1C(=O)O,0.6963063480459817,0.7466023315958221,0,0.6080851455010419
O=C(O)c1ccccc1Oc1ccccc1C(=O)O,0.6434501121957312,0.8803915935181211,0,0.6049690909105725
O=C(O)c1ccccc1C(=O)O,0.6979106720869646,0.688908808436835,0,0.5893537407948729
CC(=O)Oc1ccccc1OC(C)=O,0.7322608894535335,0.528927875728726,0,0.5597870430957091
CC(=O)OC(C)=O,0.7567458546584639,0.32146962429561426,0,0.5000083301213919
