molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,target_chembl_id,label_active,MolWt,MolLogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount
CHEMBL47962,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3cncnc3)n2)c1,IC50,149.0,nM,CHEMBL279,1,343.394,3.4797400000000005,81.41000000000001,7,1,4,4
CHEMBL352308,COc1cc2c(Oc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3)ccnc2cc1OCCNCCO,IC50,83.0,nM,CHEMBL279,1,501.6270000000003,6.037500000000008,84.87,7,3,11,4
CHEMBL330608,CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(O)=C/C(=N\[C@@H](CO)C(=O)O)C3=O)[C@H](C)CC[C@]12C,IC50,20000.0,nM,CHEMBL279,0,431.52900000000034,3.898500000000002,127.42000000000002,6,4,5,3
CHEMBL442388,CC(O)C(/N=C1\C(O)=CC(=O)C(O)=C1CC1CCCC2CCCCC21)C(=O)O,IC50,50000.0,nM,CHEMBL279,0,391.4640000000002,3.0947000000000013,127.42000000000003,6,4,5,3
CHEMBL319347,COC1=CC(=O)C(N[C@@H](CO)C(=O)O)=CC1=O,IC50,8000.0,nM,CHEMBL279,0,241.19899999999998,-1.4124999999999992,112.93,6,3,5,1
CHEMBL293712,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,IC50,300.0,nM,CHEMBL279,1,497.66500000000053,2.4742999999999995,97.53999999999999,5,3,7,5
CHEMBL291759,CCOC(=O)CN1CCN(CCCc2c(/C=C3\C(=O)Nc4ccc(S(=O)(=O)NC)cc43)[nH]c3c2CCCC3)CC1,IC50,500.0,nM,CHEMBL279,1,569.728,2.4076000000000013,123.84,7,3,10,5
CHEMBL268731,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCc1ccncc1,IC50,160.0,nM,CHEMBL279,1,390.41800000000006,3.5883400000000023,86.88,3,3,4,4
CHEMBL56109,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,IC50,400.0,nM,CHEMBL279,1,527.6910000000006,1.8367999999999993,117.77000000000001,6,4,9,5
CHEMBL176702,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1,IC50,3600.0,nM,CHEMBL279,0,359.43300000000016,2.7516,88.99,6,3,6,4
CHEMBL56569,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(N)=O)CCCC3)C(=O)N2,IC50,500.0,nM,CHEMBL279,1,428.51400000000035,1.7121999999999997,134.15,4,4,6,4
CHEMBL367442,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CO)cc1,IC50,600.0,nM,CHEMBL279,1,316.3640000000001,3.162000000000001,76.96,5,2,3,4
CHEMBL430155,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCCN1CCN(C)CC1,IC50,300.0,nM,CHEMBL279,1,378.52000000000027,3.304240000000002,51.370000000000005,3,2,5,4
CHEMBL13354,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,IC50,90.0,nM,CHEMBL279,1,412.46500000000026,2.3253400000000006,86.46,4,3,5,4
CHEMBL176705,COc1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,IC50,200.0,nM,CHEMBL279,1,316.3640000000001,3.678300000000001,65.96,5,1,3,4
CHEMBL13485,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,IC50,27.0,nM,CHEMBL279,1,414.9370000000002,3.8492400000000018,77.23,3,3,7,3
CHEMBL59042,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,IC50,2700.0,nM,CHEMBL279,0,441.5970000000004,3.674000000000003,82.27000000000001,4,2,7,4
CHEMBL176309,Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1,IC50,1000.0,nM,CHEMBL279,0,320.783,4.323100000000002,56.73,4,1,2,4
CHEMBL267293,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCn1cncn1,IC50,85.0,nM,CHEMBL279,1,394.4100000000001,2.28484,104.69999999999999,5,3,5,4
CHEMBL292930,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,IC50,400.0,nM,CHEMBL279,1,541.6740000000005,1.9291000000000003,134.84,6,4,9,5
CHEMBL369014,CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,IC50,1100.0,nM,CHEMBL279,0,358.40100000000007,3.846400000000002,83.03,6,1,4,4
CHEMBL13629,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,IC50,32.0,nM,CHEMBL279,1,459.38800000000015,3.9583400000000015,77.23,3,3,7,3
CHEMBL13608,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1,IC50,60.0,nM,CHEMBL279,1,396.46600000000024,3.088940000000002,77.22999999999999,3,3,5,4
CHEMBL55496,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,IC50,7100.0,nM,CHEMBL279,0,498.6490000000005,2.6836,114.53,5,4,7,5
CHEMBL172973,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,IC50,1000.0,nM,CHEMBL279,0,316.3640000000001,3.678300000000001,65.96,5,1,3,4
CHEMBL105436,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,IC50,1000.0,nM,CHEMBL279,0,417.5130000000001,3.1449000000000007,89.42999999999999,7,2,8,4
CHEMBL296185,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCOCC1)CCCC3)C(=O)N2,IC50,2300.0,nM,CHEMBL279,0,484.6220000000005,2.5591,103.53,5,3,7,5
CHEMBL300853,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CC(=O)O)CC1)CCCC3)C(=O)N2,IC50,800.0,nM,CHEMBL279,1,540.6860000000006,2.8146000000000013,122.81,6,3,9,5
CHEMBL57143,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(CCO)CC1)CCCC3)C(=O)N2,IC50,400.0,nM,CHEMBL279,1,526.7030000000007,2.7223000000000006,105.74000000000001,6,3,9,5
CHEMBL175409,COc1cccc(-c2cn(-c3ccc(CC(=O)NCCO)cc3)c3ncnc(N)c23)c1,IC50,1000.0,nM,CHEMBL279,0,417.4690000000001,2.3293,115.28999999999999,7,3,7,4
CHEMBL52513,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,IC50,1100.0,nM,CHEMBL279,0,442.5850000000004,2.788500000000001,94.30000000000001,4,3,7,4
CHEMBL54283,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCN(C)CC1)CCCC3)C(=O)N2,IC50,2600.0,nM,CHEMBL279,0,496.67700000000053,3.3598000000000026,85.51,5,2,7,5
CHEMBL13983,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1CCN(C)CC1,IC50,25.0,nM,CHEMBL279,1,410.4930000000002,3.3349400000000022,77.22999999999999,3,3,4,4
CHEMBL176815,COc1cccc(-c2cn(-c3cccc(CO)c3)c3ncnc(N)c23)c1,IC50,1000.0,nM,CHEMBL279,0,346.39000000000004,3.1706000000000003,86.19,6,2,4,4
CHEMBL424375,COc1cccc(-c2cn(-c3ccc(CNCCO)cc3)c3ncnc(N)c23)c1,IC50,1000.0,nM,CHEMBL279,0,389.45900000000006,2.7602,98.22,7,3,7,4
CHEMBL13976,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,IC50,80.0,nM,CHEMBL279,1,370.4280000000001,2.5547400000000007,77.22999999999999,3,3,5,3
CHEMBL301143,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,IC50,60.0,nM,CHEMBL279,1,456.56800000000044,2.1265,103.53,5,3,5,5
CHEMBL275117,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,IC50,50.0,nM,CHEMBL279,1,380.49200000000013,3.1958400000000013,77.23,3,3,7,3
CHEMBL298566,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN1CCC(O)CC1)CCCC3)C(=O)N2,IC50,500.0,nM,CHEMBL279,1,497.6610000000005,3.5691000000000024,102.5,5,3,7,5
CHEMBL169757,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,IC50,500.0,nM,CHEMBL279,1,286.338,3.6697000000000015,56.73,4,1,2,4
CHEMBL55594,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,IC50,100.0,nM,CHEMBL279,1,455.58000000000044,3.0120000000000013,91.5,5,2,5,5
CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,IC50,10000.0,nM,CHEMBL279,0,291.354,3.621500000000001,57.78,2,2,4,4
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,IC50,80.0,nM,CHEMBL279,1,398.48200000000014,3.3349400000000013,77.23,3,3,7,3
CHEMBL301271,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(N)=O)CCCC3)C(=O)N2,IC50,300.0,nM,CHEMBL279,1,427.52600000000035,2.5977000000000006,122.12,4,3,6,4
CHEMBL324335,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cs1,IC50,4.0,nM,CHEMBL279,1,406.5110000000001,3.8358000000000025,51.89,7,0,6,5
CHEMBL331465,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1,IC50,9.0,nM,CHEMBL279,1,400.48200000000014,3.774300000000002,51.89,6,0,6,5
CHEMBL118386,c1cc(OCCN2CCOCC2)cc(-c2cnc3c(-c4ccsc4)cnn3c2)c1,IC50,14.0,nM,CHEMBL279,1,406.5110000000001,3.8358000000000025,51.89,7,0,6,5
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,14.0,nM,CHEMBL279,1,466.5410000000003,4.354000000000003,69.45,6,2,2,8
CHEMBL445062,CN(C)CCCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,IC50,10.0,nM,CHEMBL279,1,378.50100000000003,4.455300000000003,42.66,6,0,7,4
CHEMBL117166,c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,IC50,20.0,nM,CHEMBL279,1,399.4980000000002,4.323000000000003,55.550000000000004,6,0,6,5
CHEMBL116324,CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccccc5)cnn4c3)cc2=O)CC1,IC50,13.0,nM,CHEMBL279,1,428.5400000000002,2.8625000000000007,58.669999999999995,7,0,6,5
CHEMBL103055,CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,IC50,1410.0,nM,CHEMBL279,0,512.6100000000004,3.531900000000002,77.73,7,1,1,6
CHEMBL333021,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,IC50,3.0,nM,CHEMBL279,1,404.5390000000001,4.989500000000005,42.660000000000004,6,0,6,5
CHEMBL115480,O=c1cc(-c2cnc3c(-c4ccccc4)cnn3c2)ccn1CCCN1CCCCC1,IC50,14.0,nM,CHEMBL279,1,413.5250000000004,4.101000000000003,55.43000000000001,6,0,6,5
CHEMBL333640,COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1,IC50,19.0,nM,CHEMBL279,1,484.6250000000001,5.652200000000005,51.89,7,0,11,5
CHEMBL324153,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,IC50,11.0,nM,CHEMBL279,1,401.4700000000001,3.1693000000000016,64.78,7,0,6,5
CHEMBL118400,CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2=O)CC1,IC50,7.0,nM,CHEMBL279,1,434.5690000000002,2.9240000000000013,58.669999999999995,8,0,6,5
CHEMBL354895,c1ccc(-c2ccn3c(-c4nccs4)cnc3c2)cc1,IC50,42.0,nM,CHEMBL279,1,277.352,4.124800000000002,30.19,4,0,2,4
CHEMBL366452,CS(=O)(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,IC50,13.0,nM,CHEMBL279,1,446.5760000000002,3.7455000000000025,57.92,5,0,5,5
CHEMBL173856,NC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,IC50,69.0,nM,CHEMBL279,1,411.5090000000002,3.864600000000003,66.87,4,1,4,5
CHEMBL170137,CNC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,IC50,52.0,nM,CHEMBL279,1,425.5360000000002,4.125300000000004,52.88000000000001,4,1,4,5
CHEMBL171616,c1ccc(-c2ccn3c(-c4cnsc4)cnc3c2)cc1,IC50,50.0,nM,CHEMBL279,1,277.35200000000003,4.124800000000002,30.19,4,0,2,4
CHEMBL423072,c1ccc(-c2ccn3c(-c4ccncc4)cnc3c2)cc1,IC50,145.0,nM,CHEMBL279,1,271.32300000000004,4.063300000000003,30.19,3,0,2,4
CHEMBL415756,c1ccc(-c2ccn3c(-c4ccccc4)cnc3c2)cc1,IC50,98.0,nM,CHEMBL279,1,270.33500000000004,4.668300000000003,17.3,2,0,2,4
CHEMBL172292,c1ccc(-c2ccn3c(-c4cccnc4)cnc3c2)cc1,IC50,930.0,nM,CHEMBL279,1,271.32300000000004,4.063300000000003,30.19,3,0,2,4
CHEMBL171188,O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCO,IC50,120.0,nM,CHEMBL279,1,345.40200000000016,3.212400000000002,59.53,5,1,5,4
CHEMBL353281,COc1ccc(-c2cnc3cc(-c4ccccc4)ccn23)cn1,IC50,2840.0,nM,CHEMBL279,0,301.34900000000005,4.071900000000004,39.42,4,0,3,4
CHEMBL170589,COc1cccc(-c2cnc3cc(-c4ccccc4)ccn23)n1,IC50,242.0,nM,CHEMBL279,1,301.349,4.071900000000003,39.42,4,0,3,4
CHEMBL173550,CC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,IC50,77.0,nM,CHEMBL279,1,410.5210000000002,4.332400000000003,40.85000000000001,4,0,4,5
CHEMBL171736,COCCN(C)CCCn1ccc(-c2ccn3c(-c4ccccc4)cnc3c2)cc1=O,IC50,96.0,nM,CHEMBL279,1,416.52500000000015,3.798300000000003,51.77,6,0,9,4
CHEMBL435702,O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCN1CCCCC1,IC50,28.0,nM,CHEMBL279,1,412.5370000000004,4.706000000000004,42.540000000000006,5,0,6,5
CHEMBL354070,c1ccc(-c2ccn3c(-c4cncs4)cnc3c2)cc1,IC50,99.0,nM,CHEMBL279,1,277.35200000000003,4.124800000000002,30.19,4,0,2,4
CHEMBL422918,CN(C)CC1CCCN(CCCn2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2=O)C1,IC50,67.0,nM,CHEMBL279,1,469.6330000000002,4.493700000000004,45.78,6,0,8,5
CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,IC50,30000.0,nM,CHEMBL279,0,562.7150000000001,5.034500000000005,92.29,8,1,10,5
CHEMBL125898,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1,IC50,30000.0,nM,CHEMBL279,0,564.6870000000002,3.8808000000000034,101.52000000000001,9,1,10,5
CHEMBL314627,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,IC50,50000.0,nM,CHEMBL279,0,593.7360000000002,4.559200000000002,119.36000000000001,10,2,6,7
CHEMBL348218,Cc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,163.0,nM,CHEMBL279,1,382.4630000000001,4.299920000000004,54.260000000000005,3,2,3,6
CHEMBL347999,O=C1NCc2c1c1c(c3c2c2ccccc2n3CCCO)Cc2ccccc2-1,IC50,48.0,nM,CHEMBL279,1,368.43600000000015,3.991500000000003,54.260000000000005,3,2,3,6
CHEMBL2112040,CC[C@H](C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,19.0,nM,CHEMBL279,1,454.5700000000003,5.306600000000007,63.49,4,2,7,6
CHEMBL150405,CC(C)SCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,57.0,nM,CHEMBL279,1,456.6110000000003,5.633100000000006,54.260000000000005,4,2,6,6
CHEMBL151358,CC(C)OCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1ccccc1C4,IC50,55.0,nM,CHEMBL279,1,382.4630000000001,5.060700000000004,54.12,2,2,3,6
CHEMBL346631,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCOC(=O)CN(C)C)Cc1ccccc1-4)C(=O)NC3,IC50,18.0,nM,CHEMBL279,1,525.6490000000003,5.029000000000004,72.8,6,1,9,6
CHEMBL148471,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)Cc1ccccc1-3,IC50,414.0,nM,CHEMBL279,1,310.356,4.135700000000002,44.89,1,2,0,6
CHEMBL359084,CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,187.0,nM,CHEMBL279,1,410.47300000000007,4.194100000000003,71.33,4,2,4,6
CHEMBL358843,CC(C)[S+]([O-])Cc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,309.0,nM,CHEMBL279,1,472.6100000000003,4.648600000000004,77.32,4,2,6,6
CHEMBL151219,O=C1NCc2c1c1c(c3c2c2ccccc2n3CCO)Cc2ccccc2-1,IC50,107.0,nM,CHEMBL279,1,354.4090000000001,3.6014000000000026,54.260000000000005,3,2,2,6
CHEMBL150894,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,8.0,nM,CHEMBL279,1,440.54300000000023,4.9165000000000045,63.49,4,2,6,6
CHEMBL149636,CCSCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,21.0,nM,CHEMBL279,1,442.58400000000023,5.2446000000000055,54.260000000000005,4,2,6,6
CHEMBL359316,CCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,83.0,nM,CHEMBL279,1,440.54300000000023,5.089000000000006,63.49,4,2,6,6
CHEMBL151863,CCCCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,130.0,nM,CHEMBL279,1,468.59700000000026,5.869200000000007,63.49,4,2,8,6
CHEMBL357813,CC(C)CCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,276.0,nM,CHEMBL279,1,468.59700000000026,5.554200000000007,63.49,4,2,8,6
CHEMBL148880,O=C1NCc2c1c1c(c3c2c2cc(CO)ccc2n3CCCO)Cc2ccccc2-1,IC50,208.0,nM,CHEMBL279,1,398.4620000000002,3.4838000000000022,74.49,4,3,4,6
CHEMBL150085,COC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,73.0,nM,CHEMBL279,1,426.5160000000002,4.6989000000000045,63.49,4,2,5,6
CHEMBL424323,CCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,4.0,nM,CHEMBL279,1,426.5160000000002,4.528000000000004,63.49,4,2,6,6
CHEMBL149742,CCC(CC)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,35.0,nM,CHEMBL279,1,468.59700000000026,5.696700000000007,63.49,4,2,8,6
CHEMBL151959,CCC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,12.0,nM,CHEMBL279,1,454.5700000000003,5.306600000000007,63.49,4,2,7,6
CHEMBL357490,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,IC50,110.0,nM,CHEMBL279,1,310.356,4.135700000000002,44.89,1,2,0,6
CHEMBL151656,CC(O)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,111.0,nM,CHEMBL279,1,412.4890000000001,4.044800000000003,74.49,4,3,4,6
CHEMBL151835,O=C1NCc2c1c1c(c3c2c2cc(Br)ccc2n3CCCO)Cc2ccccc2-1,IC50,104.0,nM,CHEMBL279,1,447.3320000000003,4.754000000000004,54.260000000000005,3,2,3,6
CHEMBL358038,COCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,17.0,nM,CHEMBL279,1,412.4890000000001,4.137900000000003,63.49,4,2,5,6
CHEMBL150291,CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,411.0,nM,CHEMBL279,1,454.5700000000003,5.477500000000006,63.49,4,2,6,6
CHEMBL356626,CCCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,13.0,nM,CHEMBL279,1,440.54300000000023,4.918100000000005,63.49,4,2,7,6
CHEMBL2448133,CC[C@@H](C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,12.0,nM,CHEMBL279,1,454.5700000000003,5.306600000000007,63.49,4,2,7,6
CHEMBL424321,CCCCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,18.0,nM,CHEMBL279,1,454.5700000000003,5.3082000000000065,63.49,4,2,8,6
CHEMBL423221,O=Cc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,105.0,nM,CHEMBL279,1,396.4460000000001,3.804000000000003,71.33,4,2,4,6
CHEMBL151713,CC(C)(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,IC50,11.0,nM,CHEMBL279,1,454.5700000000003,5.306600000000007,63.49,4,2,5,6
CHEMBL101683,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,IC50,20.0,nM,CHEMBL279,1,337.8100000000001,4.599400000000003,54.02,3,2,5,3
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,IC50,37.0,nM,CHEMBL279,1,346.8210000000001,5.012600000000003,50.7,4,1,4,4
CHEMBL101682,O=C(Nc1ccccc1F)c1ccccc1NCc1ccc(F)cc1,IC50,3700.0,nM,CHEMBL279,0,338.35699999999997,4.829200000000002,41.13,2,2,5,3
CHEMBL150817,COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1OC,IC50,10.0,nM,CHEMBL279,1,376.8150000000001,4.804700000000004,52.61,5,1,7,3
CHEMBL99743,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,IC50,100000.0,nM,CHEMBL279,0,438.44400000000024,2.9093000000000018,122.96000000000002,8,1,5,4
CHEMBL127907,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,IC50,50.0,nM,CHEMBL279,1,297.3140000000001,3.0962000000000014,76.50000000000001,6,2,4,3
CHEMBL345943,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCc1ccncc1,IC50,60.0,nM,CHEMBL279,1,410.8360000000002,5.148500000000004,69.16,6,1,6,4
CHEMBL150315,COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,IC50,100.0,nM,CHEMBL279,1,333.7500000000001,4.183100000000002,56.27000000000001,5,1,4,3
CHEMBL323336,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Br)cc4)CC3)c2cc1OC,IC50,100000.0,nM,CHEMBL279,0,472.3430000000002,3.763600000000003,79.82000000000001,6,1,4,4
CHEMBL148869,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OCCOC,IC50,60.0,nM,CHEMBL279,1,421.8560000000003,4.216300000000003,74.73,7,1,10,3
CHEMBL150581,COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,IC50,2700.0,nM,CHEMBL279,0,299.30500000000006,3.529700000000002,56.27000000000001,5,1,4,3
CHEMBL151015,COCC(=O)Nc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,IC50,300.0,nM,CHEMBL279,1,386.38300000000015,3.120020000000001,105.60000000000001,7,3,6,3
CHEMBL347086,COCCOc1cc2ncnc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,IC50,2.0,nM,CHEMBL279,1,393.80200000000013,3.905300000000003,85.73,7,2,7,3
CHEMBL151948,COCC(=O)Nc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,IC50,100000.0,nM,CHEMBL279,0,390.80200000000013,3.759400000000002,85.37,6,2,6,3
CHEMBL346200,COc1cc2ncnc(Nc3ccc(F)cc3F)c2cc1OC,IC50,2900.0,nM,CHEMBL279,0,317.2950000000001,3.6688000000000027,56.27000000000001,5,1,4,3
CHEMBL150657,COCCOc1ccc2c(Nc3ccc(Cl)cc3F)ncnc2c1,IC50,150.0,nM,CHEMBL279,1,347.77700000000004,4.191100000000003,56.27,5,1,6,3
CHEMBL150187,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCn1ccnn1,IC50,40.0,nM,CHEMBL279,1,477.2690000000002,4.093200000000002,86.98,8,1,7,4
CHEMBL356658,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCOCCN1CCOCC1,IC50,60.0,nM,CHEMBL279,1,476.9360000000005,3.9021000000000035,77.97,8,1,10,4
CHEMBL421961,COCCOc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,IC50,5.0,nM,CHEMBL279,1,341.36700000000013,3.112800000000001,85.73,7,2,7,3
